-4.827147081697141573e+01 -1.638498954257984508e+02
-7.369646300376331283e+01 -2.473269184889216206e+02
-4.063573179307643102e+01 -1.264408111784564284e+02
-3.823018343984646350e+00 2.971321436162460472e+00
3.372076609834461891e+00 2.978377092470231702e+01
-4.698356531631091570e+00 1.518644862100147641e+01
2.399613751007873219e+01 6.936338532676516877e+01
1.391367735575511588e+01 4.761230235839072833e+01
5.521282295486594549e+00 3.656254560010798826e+01
5.392131478585314497e+00 3.459301058405544183e+01
1.557359935277972696e+01 3.036200686052879050e+01
1.052291906315137737e+01 2.708651844429543232e+01
1.496417037576779308e+01 1.903002431883225043e+01
8.992356920892493832e+00 2.078461711386341193e+01
8.870458220032213958e+00 1.759741807518226508e+01
5.497097868453177938e+00 2.004915657039270371e+01
1.994144207744906083e+00 2.431377118902459245e+01
-5.350385439293043888e-01 2.798962584913726559e+01
2.168009912537517891e+01 -2.031073744512445600e+01
6.019301641033301564e+00 1.112881929624777477e+01
3.319587043768789769e+00 1.572369758292542841e+01
3.091627883641565155e+00 1.491119198268039270e+01
7.803476291257466002e+00 1.559549794794632405e+00
9.914274011064559744e+00 -5.608205070597878539e+00
6.381015854484518357e+00 2.255047278050248849e+00
7.131648985856275935e-01 1.669312326109081823e+01
6.486643260784541454e+00 -8.026260767403196050e-01
-6.626617667265605860e+00 3.631494370494269930e+01
1.227275431149622520e+01 -1.985835352361346295e+01
9.374724012688638197e+00 -1.239073829890069334e+01
1.274171073140283994e+00 1.094115496344507577e+01
3.419134967601837438e+00 3.514685550841822437e+00
1.254676711537068634e+01 -2.574983094490385938e+01
7.221773774816409031e-02 1.204013262011965146e+01
-2.269185477199716860e+00 1.858468820978143654e+01
3.107527066904636648e+00 6.298900220828268504e-01
-3.587959530257600615e+00 2.156356810257364032e+01
1.445067107049320043e+01 -3.752338805363265806e+01
2.348856671773663862e+00 9.120907577177709280e-01
-4.610840328705344326e+00 2.294413192932479717e+01
-3.501829846030526383e-01 8.252156592123633061e+00
8.676534009559979665e+00 -2.229267550826228117e+01
2.853559548287813108e+00 -3.740795188531230053e+00
-6.235174847289146172e+00 2.588474948161341160e+01
1.419082658607696779e+00 -3.507769281868994282e-01
3.138056957731182983e+00 -6.671744005848512238e+00
-1.487094296407240890e-01 3.807719111055352545e+00
1.462397417179369441e+00 -2.201115199094417996e+00
-2.020121072278984187e-01 2.845139077094041902e+00
1.788201581750570313e-01 1.003135896858028175e+00
-9.718968753050605258e-01 4.369444432009440327e+00
2.108501088853109273e+00 -6.565382714113726870e+00
-2.048446522232912237e+00 6.981637626300676303e+00
-4.869812360164788245e+00 1.607880923710890642e+01
-2.516711840195854144e+00 7.821625914791558998e+00
9.959999189601163039e-01 -4.258481924080561143e+00
3.333845629581730918e-01 -2.218783829464191726e+00
-3.748583066692307675e+00 1.138623180286654168e+01
2.867235352324237319e+00 -1.114777959656816719e+01
2.316838066572147525e+00 -9.509259704760152587e+00
4.344785671072495248e+00 -1.673323565291113368e+01
-7.376324016192447708e+00 2.237198902984467708e+01
-6.505388993783365770e+00 1.910580200464047351e+01
5.127455011291233156e+00 -2.027524593544038822e+01
3.922276549212204699e-01 -4.554687417145722783e+00
1.851357474011155801e+00 -9.837793063188655651e+00
-1.020600041419411141e+01 3.030093067245218208e+01
-2.875743670468625002e+00 5.493393010425836387e+00
4.642713121225501283e-01 -5.776891236788562090e+00
3.511357769785786509e+00 -1.612467750595265414e+01
-8.435248140303498232e+00 2.375034870737761850e+01
-2.163501614705998222e-01 -3.888543370570613611e+00
7.510714522083006273e-02 -4.912598390412182603e+00
-2.243033591987268593e+00 2.766352413487735973e+00
-4.182684069950580508e+00 9.200578045312367337e+00
9.048170164186872810e-01 -7.844497827339156792e+00
-1.445929881453812627e+00 -2.099688542626054494e-03
-6.221410106555561370e+00 1.597126607096555517e+01
-1.277501207748756862e-01 -4.342762253212970158e+00
-1.406976902166797494e+00 5.550264322404711848e-02
-8.697645994202476416e+00 2.466689731967067090e+01
6.150758763674162743e+00 -2.488479289985516374e+01
-1.996158447417937243e+00 2.665757909420100269e+00
7.618156983216410438e+00 -2.961010913392585664e+01
-8.179573090334894658e+00 2.336918198724649898e+01
-7.281995440068778080e-02 -3.897714655815045948e+00
3.868579961404345902e+00 -1.717424038366278793e+01
-6.524664647835566100e+00 1.758929074854743746e+01
-8.630547574707128078e-01 -1.471983713201657329e+00
-5.183656266727004081e+00 1.304745792888710021e+01
3.693243939790604724e-01 -5.491898466872797258e+00
-3.316582538135212310e+00 7.005702146325815782e+00
1.124519414498686309e+00 -7.783971055597065813e+00
4.855677513243113808e+00 -2.028590024423929350e+01
-1.341121111207754169e+01 4.107130700625069153e+01
4.557385639230218999e+00 -1.915326654860304600e+01
-1.206196236769185415e+00 3.911095244330994869e-01
-5.430977146969592440e+00 1.474746181483760843e+01
1.424272896992230697e+00 -8.107718521386498622e+00
-3.126710763003258009e+00 7.461622107039408647e+00
-9.516941902353670546e-01 3.936221912590630034e-01
2.381926226545540537e+00 -1.059677818707251973e+01
-3.194761947530510682e+00 8.438519340351874121e+00
1.740359351045130509e+00 -8.016901371958574885e+00
-7.703684232698222445e-01 6.498980724283880406e-01
4.913907533227797941e+00 -1.845194671348444260e+01
-6.466075119282443495e+00 2.004786429030134087e+01
1.870663190468347281e+00 -8.034502536339182655e+00
2.665922353298557645e+00 -1.064749846130268018e+01
-5.950156418864992247e+00 1.850658634382214984e+01
2.427565287247154480e+00 -9.725365589231309116e+00
2.689511226111843012e+00 -1.055399030500814561e+01
-8.319139079546350457e-01 1.307944122522418429e+00
-5.445779184653993354e+00 1.688102674495586797e+01
1.141783386608150153e+00 -5.310241414644681690e+00
2.548037205336295408e+00 -9.991707383463475978e+00
-7.738210207880029667e-01 1.232867917960789317e+00
-9.092341767700142796e-01 1.659531185414344190e+00
-2.812418481642151580e+00 8.102910136342288183e+00
-6.410434126663098198e-01 8.326490924885729950e-01
3.357644333115239910e+00 -1.262194524556484154e+01
4.430285540067909977e+00 -1.630983241170473619e+01
-8.059440230309508735e+00 2.577816623646640792e+01
-3.179915730261095863e+00 9.285274721807718734e+00
8.175714042191359887e-01 -4.085639783500026212e+00
1.629949613287005494e+00 -6.702609803354009799e+00
-1.111938219965804109e+00 2.650502511935231009e+00
-1.332883185455706609e-01 -5.884950105262021225e-01
-2.511356909775841917e+00 7.555378598480189112e+00
8.338910033711299796e-02 -1.077882498236089504e+00
4.810550201625385380e-01 -2.265664492169313426e+00
2.344701805211073520e-01 -1.296437547275815394e+00
2.315601643511055574e+00 -8.245537989173843840e+00
5.126679742219978353e-01 -2.116930795929539588e+00
5.777475320175109452e+00 -2.000911047625820771e+01
-9.126178322301422341e+00 3.029307988535467189e+01
-6.203813770092008184e+00 2.047008704526413680e+01
5.437423899519590265e+00 -1.866873912500317090e+01
-6.620215231513367549e+00 2.240743381234192455e+01
9.458550394525412131e+00 -3.174671625204780412e+01
-4.615118735393767935e+00 1.605383890646720246e+01
1.612491912161885255e+00 -4.867126226509489229e+00
6.306028087971915497e+00 -2.062930659750805518e+01
-6.062344608864802531e+00 2.124315522758916686e+01
1.473638204563331611e+00 -4.175258596526941979e+00
2.059488463402625147e+00 -6.046073035455794553e+00
4.828430436299232298e+00 -1.540332236062939053e+01
-3.851436524085799729e+00 1.388634193989188859e+01
-3.244507363669444810e+00 1.183081121264103430e+01
5.850604139085702649e+00 -1.886598814707979699e+01
-8.689659656456882431e+00 3.040041710458393709e+01
3.925785562756219260e+00 -1.209604434034160469e+01
4.815920117496295560e+00 -1.494130252377652823e+01
6.602630406000205454e+00 -2.102774803262284919e+01
-7.720257141618050767e+00 2.725522189320198052e+01
4.344008512153598733e-01 -3.812669328233052046e-01
6.001791101350342217e-01 -9.013047502870417116e-01
-4.549921117027868611e+00 1.659984433123619141e+01
