-1.930858832678856649e-02 3.076052695419473793e+00 -9.654294163394283590e-01 -3.276997908515969282e+00
-6.809576185508245394e-02 2.911581969853585861e+00 -2.439358676414694393e+00 -8.223536278294401924e+00
-1.331372281006069080e-01 2.696534919816315323e+00 -3.252073312276222872e+00 -1.075235250186353042e+01
-1.997079016837252086e-01 2.482676398353509839e+00 -3.328533679155915692e+00 -1.069292607314028132e+01
-2.649297446229097464e-01 2.280731385260585053e+00 -3.261092146959226667e+00 -1.009725065464623484e+01
-3.320309301747467190e-01 2.084860951616060998e+00 -3.355059277591848410e+00 -9.793521682226204561e+00
-3.895336607225521885e-01 1.916735872102242944e+00 -2.875136527390273589e+00 -8.406253975690901825e+00
-4.414709203280556271e-01 1.767655713531781192e+00 -2.596862980275171040e+00 -7.454007928523087578e+00
-4.911996670153644384e-01 1.633200573201362582e+00 -2.486437334365439344e+00 -6.722757016520928275e+00
-5.387715611112391390e-01 1.512582637104566086e+00 -2.378594704793733250e+00 -6.030896804839819048e+00
-5.801140154660019421e-01 1.404109503751981292e+00 -2.067122717738138604e+00 -5.423656667629243699e+00
-6.172473021955041661e-01 1.306470977777114628e+00 -1.856664336475110977e+00 -4.881926298743334947e+00
-6.483949207746992904e-01 1.216444461529780918e+00 -1.557380928959755106e+00 -4.501325812366689938e+00
-6.759455965855374338e-01 1.134731792127992467e+00 -1.377533790541905168e+00 -4.085633470089421238e+00
-6.999480891083627032e-01 1.060058089956277039e+00 -1.200124626141260809e+00 -3.733685108585775847e+00
-7.217517424838066908e-01 9.934040504127186200e-01 -1.090182668772197161e+00 -3.332701977177921826e+00
-7.427577381761526487e-01 9.364755193447700243e-01 -1.050299784617299004e+00 -2.846426553397429782e+00
-7.639777492860703179e-01 8.907428386164762957e-01 -1.061000555495885012e+00 -2.286634036414684434e+00
-7.765257207458379218e-01 8.368858629101327828e-01 -6.273985729883814200e-01 -2.692848785317173643e+00
-7.866659715491922666e-01 7.874804149222883742e-01 -5.070125401677153532e-01 -2.470272399392217988e+00
-7.954783875350390776e-01 7.443644459676141967e-01 -4.406207992923395489e-01 -2.155798447733709544e+00
-8.030541523674292748e-01 7.072129538060121234e-01 -3.787882416195082480e-01 -1.857574608080101664e+00
-8.075085266833164077e-01 6.706852815623279840e-01 -2.227187157943589235e-01 -1.826383612184208971e+00
-8.079971913947777695e-01 6.319143272904046427e-01 -2.443323557306772975e-02 -1.938547713596166622e+00
-8.059334497644453643e-01 5.940453919297014052e-01 1.031870815166226474e-01 -1.893446768035161654e+00
-8.035844421746786148e-01 5.628537058734345289e-01 1.174503794883351993e-01 -1.559584302813345147e+00
-7.986407772805981242e-01 5.313409693864714622e-01 2.471832447040260283e-01 -1.575636824348151555e+00
-7.963477594534238424e-01 5.143542103814855437e-01 1.146508913587138967e-01 -8.493379502492975908e-01
-7.891456399016510970e-01 4.894241099670542106e-01 3.601059775886383818e-01 -1.246505020721566881e+00
-7.781936307448028556e-01 4.595377142330626108e-01 5.476004578424111813e-01 -1.494319786699580765e+00
-7.667319531586984649e-01 4.340277804844490106e-01 5.730838793052168700e-01 -1.275496687430679232e+00
-7.539026215855534341e-01 4.099237209561721329e-01 6.414665786572536499e-01 -1.205202976413842775e+00
-7.360545831662600458e-01 3.755197290499337481e-01 8.924019209646674167e-01 -1.720199595311920016e+00
-7.181776576518674737e-01 3.459317901917431937e-01 8.938462757196307118e-01 -1.479396942909527057e+00
-7.012084063283547941e-01 3.237777266174652335e-01 8.484625661756364234e-01 -1.107703178713898229e+00
-6.829961441780801890e-01 3.018756190520204274e-01 9.106131075137291475e-01 -1.095105378272241747e+00
-6.662190658399086418e-01 2.885989387276050588e-01 8.388539169085771352e-01 -6.638340162207689854e-01
-6.436617190735398619e-01 2.603129031817366101e-01 1.127867338318441215e+00 -1.414301777293422102e+00
-6.201648296384615344e-01 2.323917039389552797e-01 1.174844471753914599e+00 -1.396059962139066579e+00
-5.985122763348653674e-01 2.136481574679038598e-01 1.082627665179807686e+00 -9.371773235525706625e-01
-5.769997962251104395e-01 1.982054736337018896e-01 1.075624005487746615e+00 -7.721341917100980057e-01
-5.520167025115315651e-01 1.738457195961950197e-01 1.249154685678946164e+00 -1.217987701875343554e+00
-5.258921849786375446e-01 1.479896474832756437e-01 1.306225876644702355e+00 -1.292803605645968190e+00
-5.022617373846591793e-01 1.324874751630016334e-01 1.181522379698919378e+00 -7.751086160136999581e-01
